llm_name,method_name,case_id,candidate_path,ground_truth_path,embedding_model,similarity_threshold,ground_truth_states,candidate_states,matched_state_pairs,missing_ground_truth_states,extra_candidate_states,ground_truth_state_count,candidate_state_count,matched_state_count,missing_state_count,extra_state_count,semantic_state_precision,semantic_state_recall,semantic_state_f1
DeepSeek_R1_14B,syntax_grounded_repair,case_16_weather_monitoring_system,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_16_weather_monitoring_system/diagram.puml,dataset/case_16_weather_monitoring_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Alert"",""Display"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""INITIAL_STATE"",""MAIN_STATE"",""TERMINAL_STATE""]",[],"[""Alert"",""Display"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""INITIAL_STATE"",""MAIN_STATE"",""TERMINAL_STATE""]",17,3,0,17,3,0.0,0.0,0.0
Mistral,syntax_grounded_repair,case_16_weather_monitoring_system,valid_diagrams/Mistral/syntax_grounded_repair/case_16_weather_monitoring_system/diagram.puml,dataset/case_16_weather_monitoring_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Alert"",""Display"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""AdditionalDetails"",""CheckWeather"",""Idle"",""InvalidLogin"",""InvalidRegistration"",""Login"",""Logout"",""Register"",""WeatherInfo""]","[{""ground_truth_state"":""login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0},{""ground_truth_state"":""Logout"",""candidate_state"":""Logout"",""ground_truth_normalized"":""logout"",""candidate_normalized"":""logout"",""similarity"":1.0},{""ground_truth_state"":""Register"",""candidate_state"":""Register"",""ground_truth_normalized"":""register"",""candidate_normalized"":""register"",""similarity"":1.0}]","[""Alert"",""Display"",""FuturePrediction"",""Graph"",""LiveUpdate"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""AdditionalDetails"",""CheckWeather"",""Idle"",""InvalidLogin"",""InvalidRegistration"",""WeatherInfo""]",17,9,3,14,6,0.333333,0.176471,0.230769
Qwen_2.5_7B,baseline_repair,case_16_weather_monitoring_system,valid_diagrams/Qwen_2.5_7B/baseline_repair/case_16_weather_monitoring_system/diagram.puml,dataset/case_16_weather_monitoring_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Alert"",""Display"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""CheckInfo"",""CheckLocation"",""ChooseInfo"",""Login"",""Register"",""ShowInfo"",""ViewDetails""]","[{""ground_truth_state"":""login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0},{""ground_truth_state"":""Register"",""candidate_state"":""Register"",""ground_truth_normalized"":""register"",""candidate_normalized"":""register"",""similarity"":1.0}]","[""Alert"",""Display"",""FuturePrediction"",""Graph"",""LiveUpdate"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""CheckInfo"",""CheckLocation"",""ChooseInfo"",""ShowInfo"",""ViewDetails""]",17,7,2,15,5,0.285714,0.117647,0.166667
Qwen_2.5_7B,syntax_grounded_repair,case_16_weather_monitoring_system,valid_diagrams/Qwen_2.5_7B/syntax_grounded_repair/case_16_weather_monitoring_system/diagram.puml,dataset/case_16_weather_monitoring_system/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Alert"",""Display"",""FuturePrediction"",""Graph"",""LiveUpdate"",""login"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""Register"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""CheckInfo"",""CheckLocation"",""ChooseInfo"",""Login"",""Register"",""ShowInfo"",""ViewDetails""]","[{""ground_truth_state"":""login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0},{""ground_truth_state"":""Register"",""candidate_state"":""Register"",""ground_truth_normalized"":""register"",""candidate_normalized"":""register"",""similarity"":1.0}]","[""Alert"",""Display"",""FuturePrediction"",""Graph"",""LiveUpdate"",""Logout"",""MeasureDewPoint"",""MeasureHumidity"",""MeasurePressure"",""MeasureRainfall"",""MeasureTemperature"",""NewLocation"",""UserLocation"",""WeatherStatus"",""WeeklyAnalysis""]","[""CheckInfo"",""CheckLocation"",""ChooseInfo"",""ShowInfo"",""ViewDetails""]",17,7,2,15,5,0.285714,0.117647,0.166667
DeepSeek_R1_14B,baseline_repair,case_18_digidoclocker,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_18_digidoclocker/diagram.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""ApplyforCertificate"",""CitizenRegistration"",""EndSession"",""IdentifyUserType"",""Login"",""PostLoginOptions"",""RegistrarOptions"",""RequestCertificate"",""Start"",""UploadDocuments""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""ApplyforCertificate"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""applyfor certificate"",""similarity"":0.845685},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""UploadDocuments"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""upload documents"",""similarity"":0.926419}]","[""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""Registration"",""validate the Type of User"",""View Profile""]","[""CitizenRegistration"",""EndSession"",""IdentifyUserType"",""PostLoginOptions"",""RegistrarOptions"",""RequestCertificate"",""Start""]",9,10,3,6,7,0.3,0.333333,0.315789
DeepSeek_R1_14B,few_shot,case_18_digidoclocker,valid_diagrams/DeepSeek_R1_14B/few_shot/case_18_digidoclocker/diagram.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""ApplyforCertificate"",""CitizenRegistration"",""EndSession"",""IdentifyUserType"",""Login"",""PostLoginOptions"",""RegistrarOptions"",""RequestCertificate"",""Start"",""UploadDocuments""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""ApplyforCertificate"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""applyfor certificate"",""similarity"":0.845685},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""UploadDocuments"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""upload documents"",""similarity"":0.926419}]","[""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""Registration"",""validate the Type of User"",""View Profile""]","[""CitizenRegistration"",""EndSession"",""IdentifyUserType"",""PostLoginOptions"",""RegistrarOptions"",""RequestCertificate"",""Start""]",9,10,3,6,7,0.3,0.333333,0.315789
DeepSeek_R1_14B,rag,case_18_digidoclocker,valid_diagrams/DeepSeek_R1_14B/rag/case_18_digidoclocker/diagram.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""ApplyCertificate"",""End"",""Login"",""Registration"",""UpdateProfile"",""UploadDocuments"",""ViewProfile""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""ApplyCertificate"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""apply certificate"",""similarity"":0.960818},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""UploadDocuments"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""upload documents"",""similarity"":0.926419},{""ground_truth_state"":""View Profile"",""candidate_state"":""ViewProfile"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""view profile"",""similarity"":1.0}]","[""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""validate the Type of User""]","[""End"",""UpdateProfile""]",9,7,5,4,2,0.714286,0.555556,0.625
DeepSeek_R1_14B,syntax_grounded_repair,case_18_digidoclocker,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_18_digidoclocker/diagram.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""ApplyforCertificate"",""CitizenRegistration"",""EndSession"",""IdentifyUserType"",""Login"",""PostLoginOptions"",""RegistrarOptions"",""RequestCertificate"",""Start"",""UploadDocuments""]","[{""ground_truth_state"":""Apply for a Certificate"",""candidate_state"":""ApplyforCertificate"",""ground_truth_normalized"":""apply for a certificate"",""candidate_normalized"":""applyfor certificate"",""similarity"":0.845685},{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""UploadDocuments"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""upload documents"",""similarity"":0.926419}]","[""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""Registration"",""validate the Type of User"",""View Profile""]","[""CitizenRegistration"",""EndSession"",""IdentifyUserType"",""PostLoginOptions"",""RegistrarOptions"",""RequestCertificate"",""Start""]",9,10,3,6,7,0.3,0.333333,0.315789
Llama_3.1_8B,baseline_repair,case_18_digidoclocker,valid_diagrams/Llama_3.1_8B/baseline_repair/case_18_digidoclocker/diagram.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""Certificate Application"",""Document Upload"",""End Session"",""Login"",""Profile View"",""Reapply for Certificate"",""Registration"",""Request Certificate""]","[{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""Document Upload"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""document upload"",""similarity"":0.958088},{""ground_truth_state"":""View Profile"",""candidate_state"":""Profile View"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""profile view"",""similarity"":0.960932}]","[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""validate the Type of User""]","[""Certificate Application"",""End Session"",""Reapply for Certificate"",""Request Certificate""]",9,8,4,5,4,0.5,0.444444,0.470588
Llama_3.1_8B,syntax_grounded_repair,case_18_digidoclocker,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_18_digidoclocker/diagram.puml,dataset/case_18_digidoclocker/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Login"",""Registrar asks a Certificate for verification"",""Registration"",""Upload a Document"",""validate the Type of User"",""View Profile""]","[""Certificate Application"",""Document Upload"",""End Session"",""Login"",""Profile View"",""Reapply for Certificate"",""Registration"",""Request Certificate""]","[{""ground_truth_state"":""Login"",""candidate_state"":""Login"",""ground_truth_normalized"":""login"",""candidate_normalized"":""login"",""similarity"":1.0},{""ground_truth_state"":""Registration"",""candidate_state"":""Registration"",""ground_truth_normalized"":""registration"",""candidate_normalized"":""registration"",""similarity"":1.0},{""ground_truth_state"":""Upload a Document"",""candidate_state"":""Document Upload"",""ground_truth_normalized"":""upload a document"",""candidate_normalized"":""document upload"",""similarity"":0.958088},{""ground_truth_state"":""View Profile"",""candidate_state"":""Profile View"",""ground_truth_normalized"":""view profile"",""candidate_normalized"":""profile view"",""similarity"":0.960932}]","[""Apply for a Certificate"",""Certificate Sent to User"",""Digitlocker provides the Certificate"",""Registrar asks a Certificate for verification"",""validate the Type of User""]","[""Certificate Application"",""End Session"",""Reapply for Certificate"",""Request Certificate""]",9,8,4,5,4,0.5,0.444444,0.470588
DeepSeek_R1_14B,baseline_repair,case_28_ott_based_system_mini_reel,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_28_ott_based_system_mini_reel/diagram.puml,dataset/case_28_ott_based_system_mini_reel/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Account Created"",""Discussing"",""End"",""Liked Video"",""Start"",""Uploaded Video"",""Viewing Likes"",""Watching Video""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Account Created"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""account created"",""similarity"":0.843286},{""ground_truth_state"":""Show Likes"",""candidate_state"":""Viewing Likes"",""ground_truth_normalized"":""show likes"",""candidate_normalized"":""viewing likes"",""similarity"":0.813628}]","[""Discussion State"",""Updation"",""View""]","[""Discussing"",""End"",""Liked Video"",""Start"",""Uploaded Video"",""Watching Video""]",5,8,2,3,6,0.25,0.4,0.307692
DeepSeek_R1_14B,syntax_grounded_repair,case_28_ott_based_system_mini_reel,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_28_ott_based_system_mini_reel/diagram.puml,dataset/case_28_ott_based_system_mini_reel/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Account Creation"",""Discussion State"",""Show Likes"",""Updation"",""View""]","[""Account Created"",""Discussing"",""End"",""Liked Video"",""Start"",""Uploaded Video"",""Viewing Likes"",""Watching Video""]","[{""ground_truth_state"":""Account Creation"",""candidate_state"":""Account Created"",""ground_truth_normalized"":""account creation"",""candidate_normalized"":""account created"",""similarity"":0.843286},{""ground_truth_state"":""Show Likes"",""candidate_state"":""Viewing Likes"",""ground_truth_normalized"":""show likes"",""candidate_normalized"":""viewing likes"",""similarity"":0.813628}]","[""Discussion State"",""Updation"",""View""]","[""Discussing"",""End"",""Liked Video"",""Start"",""Uploaded Video"",""Watching Video""]",5,8,2,3,6,0.25,0.4,0.307692
